album,title,lyrics,lyrics_str
Honeymoon,Salvatore,"['light', 'miami', 'begin', 'gleam', 'ruby', 'blue', 'green', 'neon', 'everything', 'look', 'better', 'king', 'like', 'aquamarine', 'ocean', 'blue', 'ahahahah', 'ahahahahah', 'cacciatore', 'ladadadada', 'ladadadada', 'limousine', 'ahahahah', 'ahahahahah', 'ciao', 'amore', 'ladadadada', 'ladadadada', 'soft', 'ice', 'cream', 'light', 'sparkling', 'seems', 'downtown', 'scene', 'shady', 'blue', 'beatboxing', 'rapping', 'summer', 'rain', 'like', 'bos', 'sang', 'jazz', 'blue', 'ahahahah', 'ahahahahah', 'cacciatore', 'ladadadada', 'ladadadada', 'limousine', 'ahahahah', 'ahahahahah', 'ciao', 'amore', 'ladadadada', 'ladadadada', 'soft', 'ice', 'cream', 'summer', 'wild', 'ive', 'waiting', 'time', 'adore', 'cant', 'see', 'meant', 'summer', 'hot', 'ive', 'cold', 'without', 'wrong', 'doubt', 'medellín', 'tangerine', 'dream', 'bridge', 'catch', 'working', 'tan', 'salvatore', 'dying', 'hand', 'foreign', 'man', 'happily', 'calling', 'name', 'summer', 'rain', 'ciao', 'amore', 'salvatore', 'wait', 'time', 'eat', 'soft', 'ice', 'cream', 'ahahahah', 'ahahahahah', 'cacciatore', 'ahahahah', 'ahahahahah', 'limousine', 'ahahahah', 'ahahahah', 'ciao', 'amore', 'ahahahah', 'ahahahahah', 'soft', 'ice']",light miami begin gleam ruby blue green neon everything look better king like aquamarine ocean blue ahahahah ahahahahah cacciatore ladadadada ladadadada limousine ahahahah ahahahahah ciao amore ladadadada ladadadada soft ice cream light sparkling seems downtown scene shady blue beatboxing rapping summer rain like bos sang jazz blue ahahahah ahahahahah cacciatore ladadadada ladadadada limousine ahahahah ahahahahah ciao amore ladadadada ladadadada soft ice cream summer wild ive waiting time adore cant see meant summer hot ive cold without wrong doubt medellín tangerine dream bridge catch working tan salvatore dying hand foreign man happily calling name summer rain ciao amore salvatore wait time eat soft ice cream ahahahah ahahahahah cacciatore ahahahah ahahahahah limousine ahahahah ahahahah ciao amore ahahahah ahahahahah soft ice
Honeymoon,The Blackest Day,"['carry', 'home', 'got', 'blue', 'nail', 'polish', 'favorite', 'color', 'favorite', 'tone', 'song', 'really', 'wan', 'na', 'break', 'got', 'going', 'gathered', 'talk', 'wrong', '1', 'easy', 'talk', 'heavy', 'heartstrings', 'im', 'simple', 'trigonometry', 'hard', 'express', 'cant', 'explain', 'ever', 'since', 'baby', 'went', 'away', 'blackest', 'day', 'blackest', 'day', 'hear', 'billie', 'holiday', 'play', 'play', 'post', 'im', 'going', 'deeper', 'deeper', 'deeper', 'harder', 'harder', 'harder', 'getting', 'darker', 'darker', 'looking', 'love', 'wrong', 'place', 'oh', 'god', 'wrong', 'place', 'oh', 'god', 'carry', 'home', 'got', 'new', 'coat', 'gun', 'wind', 'hair', 'holding', 'hand', 'listenin', 'song', 'carry', 'home', 'wan', 'na', 'talk', 'thing', 'come', 'put', 'hand', 'air', 'radio', '2', 'cause', 'there', 'nothing', 'u', 'talk', 'like', 'future', 'thing', 'cause', 'there', 'nothing', 'think', 'he', 'gone', 'cant', 'feel', 'nothing', 'ever', 'since', 'baby', 'went', 'away', 'blackest', 'day', 'blackest', 'day', 'hear', 'billie', 'holiday', 'play', 'play', 'post', 'im', 'going', 'deeper', 'deeper', 'deeper', 'harder', 'harder', 'harder', 'getting', 'darker', 'darker', 'looking', 'love', 'wrong', 'place', 'oh', 'god', 'wrong', 'place', 'oh', 'god', 'bridge', 'known', 'better', 'let', 'get', 'spell', 'weather', 'got', 'want', 'deader', 'ever', 'falling', 'forever', 'im', 'playing', 'head', 'game', 'got', 'want', 'got', 'got', 'got', 'want', 'ever', 'since', 'baby', 'went', 'away', 'blackest', 'day', 'blackest', 'day', 'hear', 'billie', 'holiday', 'play', 'play', 'outro', 'one', 'phase', 'im', 'going', 'song', 'one', 'im', 'im', 'im', 'im', 'im']",carry home got blue nail polish favorite color favorite tone song really wan na break got going gathered talk wrong 1 easy talk heavy heartstrings im simple trigonometry hard express cant explain ever since baby went away blackest day blackest day hear billie holiday play play post im going deeper deeper deeper harder harder harder getting darker darker looking love wrong place oh god wrong place oh god carry home got new coat gun wind hair holding hand listenin song carry home wan na talk thing come put hand air radio 2 cause there nothing u talk like future thing cause there nothing think he gone cant feel nothing ever since baby went away blackest day blackest day hear billie holiday play play post im going deeper deeper deeper harder harder harder getting darker darker looking love wrong place oh god wrong place oh god bridge known better let get spell weather got want deader ever falling forever im playing head game got want got got got want ever since baby went away blackest day blackest day hear billie holiday play play outro one phase im going song one im im im im im
Honeymoon,24,"['there', '24', 'hour', 'day', 'half', 'many', 'way', 'lie', 'little', 'love', 'there', '24', 'hour', 'day', 'half', 'lay', 'awake', 'thought', 'murder', 'carnage', 'lie', 'dog', 'get', 'flea', 'careful', 'company', 'keep', 'there', '24', 'hour', 'thats', 'enough', 'lie', 'like', 'lie', 'love', 'like', 'love', 'post', 'hmm', 'hmm', 'hmm', 'hmm', 'there', '24', 'hour', 'day', 'half', 'lay', 'sheet', 'lying', 'love', 'there', '24', 'hour', 'say', 'pay', 'thing', 'paid', 'love', 'lie', 'dog', 'get', 'flea', 'careful', 'one', 'choose', 'leave', 'there', '24', 'hour', 'thats', 'enough', 'lie', 'like', 'lie', 'love', 'like', 'love', 'post', 'hmm', 'hmm', 'hmm', 'hmm', 'bridge', 'give', 'heat', 'give', 'diamond', 'hit', 'street', 'crooked', 'word', 'count', 'three', 'theyre', 'dying', 'hard', 'reach', 'cold', 'touch', 'outro', 'ladadadadada', 'ladadadadada']",there 24 hour day half many way lie little love there 24 hour day half lay awake thought murder carnage lie dog get flea careful company keep there 24 hour thats enough lie like lie love like love post hmm hmm hmm hmm there 24 hour day half lay sheet lying love there 24 hour say pay thing paid love lie dog get flea careful one choose leave there 24 hour thats enough lie like lie love like love post hmm hmm hmm hmm bridge give heat give diamond hit street crooked word count three theyre dying hard reach cold touch outro ladadadadada ladadadadada
Honeymoon,Swan Song,"['put', 'white', 'tennis', 'shoe', 'follow', 'work', 'hard', 'could', 'free', 'got', 'money', 'got', 'legacy', 'let', 'leave', 'world', 'one', 'change', 'everything', 'nothing', 'could', 'stop', 'two', 'u', 'let', 'get', 'lost', 'thats', 'want', 'never', 'sing', 'work', 'another', 'day', 'never', 'sing', 'one', 'wave', 'go', 'away', 'swan', 'song', 'swan', 'song', 'swan', 'song', 'swan', 'song', 'dive', 'dive', 'deep', 'dive', 'blue', 'sweet', 'rushing', 'water', 'ice', 'meet', 'gone', 'long', 'missed', 'everything', 'world', 'change', 'day', 'go', 'away', 'nothing', 'could', 'stop', 'two', 'u', 'thats', 'want', 'could', 'get', 'lost', 'never', 'sing', 'work', 'another', 'day', 'never', 'sing', 'one', 'wave', 'go', 'away', 'swan', 'song', 'swan', 'song', 'swan', 'song', 'swan', 'song', 'bridge', 'like', 'like', 'going', 'going', 'say', 'goodnight', 'say', 'goodnight', 'life', 'world', 'knew', 'im', 'gon', 'na', 'follow', 'never', 'sing', 'work', 'another', 'day', 'never', 'sing', 'work', 'another', 'day', 'swan', 'song', 'swan', 'song', 'swan', 'song', 'swan', 'song', 'outro', 'put', 'white', 'tennis', 'shoe', 'follow', 'put', 'white', 'tennis', 'shoe', 'follow', 'put', 'white', 'tennis', 'shoe', 'follow', 'work', 'hard', 'could']",put white tennis shoe follow work hard could free got money got legacy let leave world one change everything nothing could stop two u let get lost thats want never sing work another day never sing one wave go away swan song swan song swan song swan song dive dive deep dive blue sweet rushing water ice meet gone long missed everything world change day go away nothing could stop two u thats want could get lost never sing work another day never sing one wave go away swan song swan song swan song swan song bridge like like going going say goodnight say goodnight life world knew im gon na follow never sing work another day never sing work another day swan song swan song swan song swan song outro put white tennis shoe follow put white tennis shoe follow put white tennis shoe follow work hard could
Honeymoon,Don’t Let Me Be Misunderstood,"['baby', 'understand', 'sometimes', 'see', 'im', 'mad', 'know', 'one', 'alive', 'always', 'angel', 'everything', 'go', 'wrong', 'see', 'bad', 'im', 'soul', 'whose', 'intention', 'good', 'oh', 'lord', 'please', 'let', 'misunderstood', 'know', 'sometimes', 'baby', 'im', 'carefree', 'joy', 'thats', 'hard', 'hide', 'sometimes', 'seems', 'worry', 'bound', 'see', 'side', 'im', 'soul', 'whose', 'intention', 'good', 'oh', 'lord', 'please', 'let', 'misunderstood', 'seem', 'edgy', 'want', 'know', 'never', 'meant', 'take', 'life', 'problem', 'get', 'share', 'thats', 'one', 'thing', 'never', 'mean', 'bridge', 'cause', 'love', 'oh', 'baby', 'im', 'human', 'know', 'fault', 'like', 'anyone', 'sometimes', 'find', 'alone', 'regretting', 'little', 'foolish', 'thing', 'simple', 'thing', 'ive', 'done', 'cause', 'im', 'soul', 'whose', 'intention', 'good', 'oh', 'lord', 'please', 'let', 'misunderstood', 'try', 'hard', 'let', 'misunderstood', 'try', 'hard', 'let']",baby understand sometimes see im mad know one alive always angel everything go wrong see bad im soul whose intention good oh lord please let misunderstood know sometimes baby im carefree joy thats hard hide sometimes seems worry bound see side im soul whose intention good oh lord please let misunderstood seem edgy want know never meant take life problem get share thats one thing never mean bridge cause love oh baby im human know fault like anyone sometimes find alone regretting little foolish thing simple thing ive done cause im soul whose intention good oh lord please let misunderstood try hard let misunderstood try hard let
Lana Del Ray,Kill Kill,"['bound', 'stair', 'im', 'shower', 'know', 'going', 'leave', 'know', 'going', 'leave', 'im', 'love', 'dying', 'man', 'im', 'love', 'dying', 'man', 'im', 'love', 'lying', 'sand', 'mmm', 'im', 'love', 'dying', 'man', 'im', 'love', 'dying', 'man', 'done', 'everything', 'mmm', 'tell', 'girl', 'know', 'gone', 'meet', 'love', 'stay', 'star', 'fade', 'eye', 'im', 'love', 'dying', 'man', 'im', 'love', 'dying', 'man', 'im', 'love', 'lying', 'sand', 'mmm', 'im', 'love', 'dying', 'man', 'im', 'love', 'dying', 'man', 'done', 'everything', 'mmm', 'bridge', 'one', 'two', 'make', 'fun', 'trust', 'anyone', 'one', 'two', 'make', 'fun', 'trust', 'anyone', 'im', 'love', 'dying', 'man', 'im', 'love', 'dying', 'man', 'done', 'everything', 'mmm', 'im', 'love', 'dying', 'man', 'im', 'love', 'dying', 'man', 'done', 'everything', 'mmm', 'outro', 'one', 'two', 'make', 'fun', 'trust', 'anyone', 'one', 'two', 'make', 'fun', 'make', 'fun', 'make']",bound stair im shower know going leave know going leave im love dying man im love dying man im love lying sand mmm im love dying man im love dying man done everything mmm tell girl know gone meet love stay star fade eye im love dying man im love dying man im love lying sand mmm im love dying man im love dying man done everything mmm bridge one two make fun trust anyone one two make fun trust anyone im love dying man im love dying man done everything mmm im love dying man im love dying man done everything mmm outro one two make fun trust anyone one two make fun make fun make
Lana Del Ray,Queen of the Gas Station,"['gim', 'coffee', 'kingsized', 'cup', 'come', 'kittycat', 'fill', 'whats', 'name', 'little', 'buttercup', 'thats', 'know', 'make', 'love', 'casino', 'indian', 'reservation', 'baby', 'love', 'take', 'gas', 'station', 'gas', 'station', 'look', 'smokin', 'neon', 'light', 'thunder', 'yo', 'look', 'nice', 'made', 'wonder', 'spend', 'night', 'spend', 'looking', 'men', 'like', 'like', 'like', 'like', 'love', 'casino', 'indian', 'reservation', 'baby', 'love', 'take', 'gas', 'station', 'take', 'gas', 'station', 'gim', 'coffee', 'utah', 'love', 'im', 'kind', 'girl', 'dream', 'im', 'trying', 'tell', 'dream', 'thats', 'gas', 'station', 'slurpee', 'machine', 'organ', 'playing', 'preferably', 'smokin', 'inside', 'swing', 'swing', 'swing', 'swing', 'id', 'real', 'pleased', 'could', 'find', 'one', 'like', 'love', 'casino', 'indian', 'reservation', 'baby', 'love', 'take', 'gas', 'station', 'gas', 'station', 'outro', 'gas', 'station', 'gas', 'station', 'gas', 'station', 'yeah', 'yeah', 'yeah', 'yeah']",gim coffee kingsized cup come kittycat fill whats name little buttercup thats know make love casino indian reservation baby love take gas station gas station look smokin neon light thunder yo look nice made wonder spend night spend looking men like like like like love casino indian reservation baby love take gas station take gas station gim coffee utah love im kind girl dream im trying tell dream thats gas station slurpee machine organ playing preferably smokin inside swing swing swing swing id real pleased could find one like love casino indian reservation baby love take gas station gas station outro gas station gas station gas station yeah yeah yeah yeah
Lana Del Ray,Oh Say Can You See,"['oh', 'say', 'see', 'star', 'nighttime', 'almost', 'wander', 'alley', 'look', 'bar', 'nighttime', 'almost', 'headlight', 'passin', 'car', 'illuminate', 'face', 'leave', 'dark', 'voice', 'nirvana', 'say', 'come', 'nighttime', 'almost', 'sway', 'hip', 'arm', 'cradle', 'afar', 'swing', 'til', 'tired', 'send', 'mar', 'nighttime', 'almost']",oh say see star nighttime almost wander alley look bar nighttime almost headlight passin car illuminate face leave dark voice nirvana say come nighttime almost sway hip arm cradle afar swing til tired send mar nighttime almost
Lana Del Ray,Gramma (Blue Ribbon Sparkler Trailer Heaven),"['gramma', 'said', 'shell', 'leave', 'light', 'gramma', 'said', 'flag', 'wavin', 'gramma', 'said', 'somewhere', 'there', 'good', 'man', 'waitin', 'america', 'wan', 'na', 'play', 'see', 'city', 'every', 'day', 'pretty', 'party', 'nation', 'tell', 'think', 'im', 'good', 'happy', 'make', 'glad', 'cause', 'want', 'think', 'im', 'bad', 'gramma', 'want', 'think', 'im', 'bad', 'gramma', 'said', 'shell', 'leave', 'light', 'gramma', 'said', 'flag', 'wavin', 'gramma', 'said', 'somewhere', 'there', 'good', 'man', 'waiting', 'gramma', 'said', 'shell', 'leave', 'light', 'know', 'need', 'thing', 'gramma', 'said', 'somewhere', 'there', 'good', 'man', 'waiting', 'trouble', 'trouble', 'feel', 'good', 'crazy', 'since', 'three', 'im', 'get', 'ya', 'better', 'lately', 'im', 'love', 'everyone', 'want', 'think', 'im', 'wrong', 'feelin', 'pretty', 'gramma', 'said', 'shell', 'leave', 'light', 'gramma', 'said', 'flag', 'wavin', 'gramma', 'said', 'somewhere', 'there', 'good', 'man', 'waiting', 'gramma', 'said', 'shell', 'leave', 'light', 'gramma', 'said', 'flag', 'wavin', 'gramma', 'said', 'somewhere', 'there', 'good', 'man', 'waiting', 'bridge', 'want', 'whole', 'world', 'girl', 'gramma', 'want', 'whole', 'world', 'girl', 'want', 'whole', 'world', 'girl', 'gramma', 'tell', 'think', 'thats', 'wrong', 'cry', 'honey', 'crazy', 'girl', 'know', 'world', 'every', 'time', 'feel', 'unsure', 'try', 'remember', 'gramma', 'said', 'shell', 'leave', 'light', 'gramma', 'said', 'flag', 'wavin', 'gramma', 'said', 'somewhere', 'there', 'good', 'man', 'waitin', 'gramma', 'said', 'shell', 'leave', 'light', 'honey', 'know', 'everything', 'gramma', 'said', 'somewhere', 'there', 'good', 'man', 'waitin', 'gramma', 'said', 'shell', 'leave', 'light', 'gramma', 'said', 'flag', 'wavin', 'gramma', 'said', 'somewhere', 'there', 'good', 'man', 'waiting', 'gramma', 'said', 'shell', 'leave', 'light', 'gramma', 'said', 'flag', 'wavin', 'gramma', 'said', 'somewhere', 'there', 'good', 'man', 'waitin']",gramma said shell leave light gramma said flag wavin gramma said somewhere there good man waitin america wan na play see city every day pretty party nation tell think im good happy make glad cause want think im bad gramma want think im bad gramma said shell leave light gramma said flag wavin gramma said somewhere there good man waiting gramma said shell leave light know need thing gramma said somewhere there good man waiting trouble trouble feel good crazy since three im get ya better lately im love everyone want think im wrong feelin pretty gramma said shell leave light gramma said flag wavin gramma said somewhere there good man waiting gramma said shell leave light gramma said flag wavin gramma said somewhere there good man waiting bridge want whole world girl gramma want whole world girl want whole world girl gramma tell think thats wrong cry honey crazy girl know world every time feel unsure try remember gramma said shell leave light gramma said flag wavin gramma said somewhere there good man waitin gramma said shell leave light honey know everything gramma said somewhere there good man waitin gramma said shell leave light gramma said flag wavin gramma said somewhere there good man waiting gramma said shell leave light gramma said flag wavin gramma said somewhere there good man waitin
Lana Del Ray,"For K, Pt. 2","['alright', 'caught', 'play', 'good', 'guitar', 'want', 'stupid', 'bar', 'promise', 'anythin', 'mmmmmm', 'think', 'im', 'pretty', 'like', 'way', 'talk', 'like', 'music', 'like', 'way', 'walk', 'think', 'gon', 'na', 'get', 'along', 'mmmhmm', 'like', 'way', 'wear', 'sweater', 'shoulder', 'way', 'hair', 'come', 'make', 'look', 'older', 'get', 'handsome', 'boy', 'oh', 'mmm', 'pretty', 'baby', 'pretty', 'baby', 'way', 'face', 'shaped', 'wonder', 'know', 'way', 'stand', 'silhouette', 'glow', 'im', 'electrified', 'ill', 'night', 'mmm', 'yeah', 'yeah', 'use', 'voice', 'sing', 'song', 'tell', 'come', 'come', 'come', 'hear', 'hear', 'mmmmmm', 'pretty', 'baby', 'pretty', 'baby', 'pretty']",alright caught play good guitar want stupid bar promise anythin mmmmmm think im pretty like way talk like music like way walk think gon na get along mmmhmm like way wear sweater shoulder way hair come make look older get handsome boy oh mmm pretty baby pretty baby way face shaped wonder know way stand silhouette glow im electrified ill night mmm yeah yeah use voice sing song tell come come come hear hear mmmmmm pretty baby pretty baby pretty
Lana Del Ray,Jump,"['palm', 'tree', 'black', 'white', 'last', 'thing', 'saw', 'died', 'palm', 'tree', 'black', 'white', 'last', 'thing', 'saw', 'died', 'bright', 'light', 'right', 'man', 'right', 'mixture', 'cocaine', 'heroin', 'wan', 'na', 'jump', 'jump', 'jump', 'wan', 'na', 'jump', 'jump', 'jump', 'wan', 'na', 'jump', 'jump', 'jump', 'wan', 'na', 'hair', 'thinnin', 'wind', 'cadillac', 'convertible', 'shot', '2', 'got', 'grin', 'old', 'man', 'wan', 'na', 'jump', 'jump', 'jump', 'wan', 'na', 'jump', 'jump', 'jump', 'wan', 'na', 'jump', 'jump', 'jump', 'wan', 'na', 'palm', 'tree', 'black', 'white', 'junkie', 'window', 'smilin', 'wide', 'palm', 'tree', 'black', 'white', 'lean', 'forward', 'close', 'eye', 'last', 'fight', 'fuck', 'last', 'word', 'went', 'wan', 'na', 'jump', 'jump', 'jump', 'wan', 'na', 'jump', 'jump', 'jump', 'wan', 'na', 'jump', 'jump', 'jump', 'wan', 'na', 'outro', 'love', 'love', 'love', 'better', 'love', 'better', 'wan', 'na', 'wan', 'na', 'jump', 'jump']",palm tree black white last thing saw died palm tree black white last thing saw died bright light right man right mixture cocaine heroin wan na jump jump jump wan na jump jump jump wan na jump jump jump wan na hair thinnin wind cadillac convertible shot 2 got grin old man wan na jump jump jump wan na jump jump jump wan na jump jump jump wan na palm tree black white junkie window smilin wide palm tree black white lean forward close eye last fight fuck last word went wan na jump jump jump wan na jump jump jump wan na jump jump jump wan na outro love love love better love better wan na wan na jump jump
Lana Del Ray,Mermaid Motel,"['maybe', 'could', 'go', 'coney', 'island', 'maybe', 'could', 'sing', 'national', 'anthem', 'buy', 'white', 'sweater', 'last', 'white', 'day', 'summer', 'buy', 'purple', 'wig', 'mermaid', 'video', 'walk', 'back', 'live', 'motel', 'neptune', 'avenue', 'avenue', 'call', 'lavender', 'call', 'sunshine', 'say', 'take', 'take', 'call', 'lavender', 'call', 'sunshine', 'say', 'take', 'take', 'maybe', 'could', 'go', 'suede', 'tokyo', 'see', 'van', 'halen', 'reunion', 'show', 'heavy', 'metal', 'hour', 'tv', 'diamond', 'dave', 'lee', 'salute', 'miss', 'america', 'call', 'lavender', 'call', 'sunshine', 'say', 'take', 'take', 'call', 'lavender', 'call', 'sunshine', 'say', 'take', 'take', 'maybe', 'could', 'go', 'coney', 'island', 'maybe', 'could', 'sing', 'sleep', 'god', 'bless', 'universe', 'god', 'bless', 'ocean', 'god', 'bless', 'god', 'bless', 'god', 'bless', 'god', 'bless', 'call', 'lavender', 'call', 'sunshine', 'say', 'take', 'ttake', 'call', 'lavender', 'call', 'sunshine', 'say', 'take']",maybe could go coney island maybe could sing national anthem buy white sweater last white day summer buy purple wig mermaid video walk back live motel neptune avenue avenue call lavender call sunshine say take take call lavender call sunshine say take take maybe could go suede tokyo see van halen reunion show heavy metal hour tv diamond dave lee salute miss america call lavender call sunshine say take take call lavender call sunshine say take take maybe could go coney island maybe could sing sleep god bless universe god bless ocean god bless god bless god bless god bless call lavender call sunshine say take ttake call lavender call sunshine say take
Lana Del Ray,Raise Me Up (Mississippi South),"['intro', 'raise', 'raise', 'talk', 'raise', 'raise', 'like', 'said', 'done', 'talk', 'pretty', 'like', 'said', 'done', 'talk', 'pretty', 'talk', 'want', 'wan', 'na', 'talk', 'want', 'wan', 'na', 'talk', 'want', 'wan', 'na', 'talk', 'taste', 'mama', 'said', 'raise', 'raise', 'raise', 'raise', 'voodoo', 'mississippi', 'south', 'sixtynine', 'million', 'star', 'bird', 'flyin', 'mouth', 'spirit', 'creepin', 'yard', 'hold', 'head', 'tiltin', 'back', 'somethin', 'dancin', 'around', 'puttin', 'crystal', 'neck', 'liftin', 'foot', 'ground', 'ground', 'raise', 'raise', 'raise', 'raise', 'bridge', 'oh', 'see', 'look', 'done', 'oh', 'thats', 'im', 'talkin', 'bout', 'oh', 'look', 'done', 'oh', 'im', 'talkin', 'bout', 'im', 'talkin', 'bout', 'im', 'talkin', 'pick', 'pickup', 'truck', 'roll', 'got', 'goin', 'let', 'talk', 'cb', 'let', 'play', 'new', 'shotgun', 'shotgun', 'raise', 'raise', 'raise', 'raise', 'raise', 'raise', 'shot', 'raise', 'shot', 'raise', 'shotgun', 'collision', 'raise', 'shotgun', 'talk', 'want', 'wan', 'na', 'talk', 'want', 'wan', 'na', 'talk', 'want', 'raise', 'wan', 'na', 'talk', 'taste', 'mama', 'raise', 'raise', 'raise']",intro raise raise talk raise raise like said done talk pretty like said done talk pretty talk want wan na talk want wan na talk want wan na talk taste mama said raise raise raise raise voodoo mississippi south sixtynine million star bird flyin mouth spirit creepin yard hold head tiltin back somethin dancin around puttin crystal neck liftin foot ground ground raise raise raise raise bridge oh see look done oh thats im talkin bout oh look done oh im talkin bout im talkin bout im talkin pick pickup truck roll got goin let talk cb let play new shotgun shotgun raise raise raise raise raise raise shot raise shot raise shotgun collision raise shotgun talk want wan na talk want wan na talk want raise wan na talk taste mama raise raise raise
Lana Del Ray,Pawn Shop Blues,"['intro', 'well', 'know', 'would', 'come', 'thats', 'happens', 'alright', 'letting', 'nice', 'thing', 'go', 'well', 'pawned', 'earring', 'gave', 'golden', 'metal', 'flower', 'dangling', 'almost', 'cried', 'sold', 'mind', 'livin', 'bread', 'orange', 'got', 'get', 'come', 'gon', 'take', 'money', 'go', 'oh', 'ohohohoh', 'ohohohoh', 'name', 'higher', 'consciousness', 'let', 'best', 'man', 'knew', 'go', 'cause', 'nice', 'love', 'loved', 'better', 'know', 'know', 'said', 'nice', 'love', 'loved', 'id', 'rather', 'know', 'god', 'know', 'oh', 'oh', 'oh', 'oh', 'oh', 'bridge', 'man', 'keep', 'together', 'broken', 'since', 'born', 'outro', 'well', 'know', 'would', 'come', 'thats', 'happens', 'alright', 'letting', 'nice', 'thing']",intro well know would come thats happens alright letting nice thing go well pawned earring gave golden metal flower dangling almost cried sold mind livin bread orange got get come gon take money go oh ohohohoh ohohohoh name higher consciousness let best man knew go cause nice love loved better know know said nice love loved id rather know god know oh oh oh oh oh bridge man keep together broken since born outro well know would come thats happens alright letting nice thing
Lana Del Ray,Brite Lites,"['look', 'magazine', 'look', 'magazine', 'look', 'magazine', 'im', 'taking', 'wedding', 'ring', 'gave', 'everything', 'gave', 'everything', 'give', 'bright', 'light', 'give', 'bright', 'light', 'give', 'bright', 'light', 'yeah', 'give', 'bright', 'light', 'give', 'bright', 'light', 'give', 'bright', 'light', 'yeah', 'im', 'going', 'back', 'aberdeen', 'im', 'going', 'back', 'aberdeen', 'im', 'going', 'back', 'aberdeen', 'beauty', 'queen', 'anything', 'anything', 'give', 'bright', 'light', 'give', 'bright', 'light', 'give', 'bright', 'light', 'yeah', 'give', 'bright', 'light', 'give', 'bright', 'light', 'give', 'bright', 'light', 'yeah', 'im', 'waving', 'silver', 'screen', 'im', 'waving', 'silver', 'screen', 'im', 'waving', 'trampoline', 'im', 'waving', 'silver', 'screen', 'bridge', 'film', 'fading', 'look', 'yeah', 'film', 'fading', 'look', 'yeah', 'film', 'fading', 'look', 'yeah', 'film', 'fading', 'look', 'look', 'give', 'bright', 'light', 'give', 'bright', 'light', 'give', 'bright', 'light', 'yeah', 'give', 'bright', 'light', 'give', 'bright', 'light', 'give', 'bright', 'light', 'yeah', 'give', 'bright', 'light', 'give', 'bright', 'light', 'give', 'bright', 'light', 'yeah', 'give', 'bright', 'light', 'give', 'bright', 'light', 'give', 'bright', 'light', 'yeah']",look magazine look magazine look magazine im taking wedding ring gave everything gave everything give bright light give bright light give bright light yeah give bright light give bright light give bright light yeah im going back aberdeen im going back aberdeen im going back aberdeen beauty queen anything anything give bright light give bright light give bright light yeah give bright light give bright light give bright light yeah im waving silver screen im waving silver screen im waving trampoline im waving silver screen bridge film fading look yeah film fading look yeah film fading look yeah film fading look look give bright light give bright light give bright light yeah give bright light give bright light give bright light yeah give bright light give bright light give bright light yeah give bright light give bright light give bright light yeah
Lana Del Ray,Put Me in a Movie,"['light', 'camera', 'acción', 'like', 'take', 'home', 'light', 'camera', 'acción', 'like', 'take', 'home', 'light', 'camera', 'acción', 'like', 'take', 'home', 'come', 'know', 'like', 'little', 'girl', 'come', 'know', 'like', 'little', 'girl', 'daddy', 'daddy', 'light', 'camera', 'acción', 'know', 'hed', 'much', 'fun', 'light', 'camera', 'acción', 'know', 'hed', 'much', 'fun', 'light', 'camera', 'acción', 'know', 'hed', 'much', 'fun', 'come', 'know', 'like', 'little', 'girl', 'come', 'know', 'like', 'little', 'girl', 'daddy', 'daddy', 'bridge', 'little', 'sparkle', 'jumprope', 'queen', 'little', 'sparkle', 'little', 'sparkle', 'jumprope', 'queen', 'little', 'sparkle', 'light', 'camera', 'acción', 'know', 'cant', 'make', 'put', 'movie', 'put', 'movie', 'come', 'know', 'like', 'little', 'girl', 'put', 'movie', 'come', 'know', 'like', 'daddy', 'daddy', 'put', 'movie']",light camera acción like take home light camera acción like take home light camera acción like take home come know like little girl come know like little girl daddy daddy light camera acción know hed much fun light camera acción know hed much fun light camera acción know hed much fun come know like little girl come know like little girl daddy daddy bridge little sparkle jumprope queen little sparkle little sparkle jumprope queen little sparkle light camera acción know cant make put movie put movie come know like little girl put movie come know like daddy daddy put movie
