album,title,lyrics,lyrics_str
Born to Die - The Paradise Edition,Lucky Ones,"['let', 'get', 'town', 'baby', 'fire', 'everyone', 'around', 'seems', 'going', 'stick', 'take', 'higher', 'higher', 'feel', 'like', 'friend', 'lost', 'nobody', 'found', 'found', 'found', 'got', 'scared', 'thought', 'one', 'could', 'save', 'came', 'along', 'scooped', 'like', 'baby', 'every', 'star', 'align', 'boy', 'girl', 'meet', 'great', 'design', 'could', 'lucky', 'one', 'everybody', 'told', 'love', 'blind', 'saw', 'face', 'blew', 'mind', 'finally', 'lucky', 'one', 'time', 'boy', 'get', 'car', 'got', 'bad', 'desire', 'know', 'well', 'never', 'leave', 'get', 'careless', 'con', 'crazy', 'liar', 'baby', 'nobody', 'compare', 'way', 'get', 'tried', 'hard', 'act', 'nice', 'like', 'lady', 'taught', 'good', 'crazy', 'every', 'star', 'align', 'boy', 'girl', 'meet', 'great', 'design', 'could', 'lucky', 'one', 'everybody', 'told', 'love', 'blind', 'saw', 'face', 'blew', 'mind', 'finally', 'lucky', 'one', 'time', 'bridge', 'feel', 'like', 'feel', 'like', 'know', 'feel', 'like', 'falling', 'love', 'first', 'time', 'feel', 'like', 'know', 'feel', 'like', 'falling', 'love', 'every', 'star', 'align', 'boy', 'girl', 'meet', 'great', 'design', 'could', 'lucky', 'one', 'everybody', 'told', 'love', 'blind', 'saw', 'face', 'blew', 'mind', 'finally', 'lucky', 'one']",let get town baby fire everyone around seems going stick take higher higher feel like friend lost nobody found found found got scared thought one could save came along scooped like baby every star align boy girl meet great design could lucky one everybody told love blind saw face blew mind finally lucky one time boy get car got bad desire know well never leave get careless con crazy liar baby nobody compare way get tried hard act nice like lady taught good crazy every star align boy girl meet great design could lucky one everybody told love blind saw face blew mind finally lucky one time bridge feel like feel like know feel like falling love first time feel like know feel like falling love every star align boy girl meet great design could lucky one everybody told love blind saw face blew mind finally lucky one
Born to Die - The Paradise Edition,Ride,"['opening', 'monologue', 'intro', 'oohoohoohooh', 'oohoohooh', 'oohoohoohooh', 'oohoohooh', 'open', 'road', 'fulltime', 'daddy', 'white', 'gold', 'singing', 'blue', 'gettin', 'old', 'fulltime', 'baby', 'hot', 'cold', '1', 'break', 'break', 'traveling', 'long', 'traveling', 'long', 'tryin', 'hard', 'tryin', 'hard', 'one', 'pretty', 'song', 'one', 'pretty', 'song', 'hear', 'bird', 'summer', 'breeze', 'drive', 'fast', 'alone', 'midnight', 'trying', 'hard', 'get', 'trouble', 'ive', 'got', 'war', 'mind', 'post', 'ride', 'ride', 'ride', 'ride', 'dying', 'young', 'playing', 'hard', 'thats', 'way', 'father', 'made', 'life', 'art', 'drink', 'day', 'talk', 'til', 'dark', 'thats', 'way', 'road', 'dog', 'light', 'til', 'dark', '2', 'leave', 'leave', 'say', 'goodbye', 'say', 'goodbye', 'turn', 'around', 'turn', 'around', 'leave', 'high', 'dry', 'leave', 'high', 'dry', 'hear', 'bird', 'summer', 'breeze', 'drive', 'fast', 'alone', 'midnight', 'trying', 'hard', 'get', 'trouble', 'ive', 'got', 'war', 'mind', 'post', 'ride', 'ride', 'ride', 'ride', 'bridge', 'im', 'tired', 'feeling', 'like', 'im', 'fucking', 'crazy', 'im', 'tired', 'driving', 'til', 'see', 'star', 'eye', 'ive', 'got', 'keep', 'sane', 'baby', 'ride', 'ride', 'hear', 'bird', 'summer', 'breeze', 'drive', 'fast', 'alone', 'midnight', 'trying', 'hard', 'get', 'trouble', 'ive', 'got', 'war', 'mind', 'post', 'ride', 'ride', 'ride', 'ride', 'closing']",opening monologue intro oohoohoohooh oohoohooh oohoohoohooh oohoohooh open road fulltime daddy white gold singing blue gettin old fulltime baby hot cold 1 break break traveling long traveling long tryin hard tryin hard one pretty song one pretty song hear bird summer breeze drive fast alone midnight trying hard get trouble ive got war mind post ride ride ride ride dying young playing hard thats way father made life art drink day talk til dark thats way road dog light til dark 2 leave leave say goodbye say goodbye turn around turn around leave high dry leave high dry hear bird summer breeze drive fast alone midnight trying hard get trouble ive got war mind post ride ride ride ride bridge im tired feeling like im fucking crazy im tired driving til see star eye ive got keep sane baby ride ride hear bird summer breeze drive fast alone midnight trying hard get trouble ive got war mind post ride ride ride ride closing
Born to Die - The Paradise Edition,American,"['play', 'house', 'put', 'favorite', 'record', 'get', 'get', 'crystal', 'method', 'like', 'tall', 'tan', 'driving', 'round', 'city', 'flirtin', 'girl', 'like', 'pretty', 'springsteen', 'king', 'ya', 'think', 'like', 'hell', 'yeah', 'guy', 'sing', 'like', 'oohoohooh', 'oohoohooh', 'make', 'crazy', 'make', 'wild', 'like', 'baby', 'spin', 'round', 'like', 'child', 'skin', 'golden', 'brown', 'young', 'dope', 'proud', 'like', 'american', 'oohoohoohoohoohoohooh', 'like', 'american', 'oohoohoohoohoohoohooh', 'drive', 'fast', 'almost', 'taste', 'la', 'even', 'fake', 'like', 'sick', 'everybody', 'said', 'way', 'ahead', 'trend', 'get', 'get', 'elvis', 'best', 'hell', 'yes', 'honey', 'put', 'party', 'dress', 'like', 'oohoohooh', 'oohoohooh', 'make', 'crazy', 'make', 'wild', 'like', 'baby', 'spin', 'round', 'like', 'child', 'skin', 'golden', 'brown', 'young', 'dope', 'proud', 'like', 'american', 'oohoohoohoohoohoohooh', 'like', 'american', 'oohoohoohoohoohoohooh', 'bridge', 'everybody', 'want', 'go', 'fast', 'cant', 'compare', 'really', 'want', 'rest', 'take', 'even', 'know', 'im', 'saying', 'im', 'praying', 'make', 'crazy', 'make', 'wild', 'like', 'baby', 'spin', 'round', 'like', 'child', 'skin', 'golden', 'brown', 'young', 'dope', 'proud', 'like', 'american', 'oohoohoohoohoohoohooh', 'like', 'american', 'oohoohoohoohoohoohooh', 'outro', 'like', 'american', 'oohoohoohoohoohoohooh', 'like', 'american', 'oohoohoohoohoohoohooh', 'like']",play house put favorite record get get crystal method like tall tan driving round city flirtin girl like pretty springsteen king ya think like hell yeah guy sing like oohoohooh oohoohooh make crazy make wild like baby spin round like child skin golden brown young dope proud like american oohoohoohoohoohoohooh like american oohoohoohoohoohoohooh drive fast almost taste la even fake like sick everybody said way ahead trend get get elvis best hell yes honey put party dress like oohoohooh oohoohooh make crazy make wild like baby spin round like child skin golden brown young dope proud like american oohoohoohoohoohoohooh like american oohoohoohoohoohoohooh bridge everybody want go fast cant compare really want rest take even know im saying im praying make crazy make wild like baby spin round like child skin golden brown young dope proud like american oohoohoohoohoohoohooh like american oohoohoohoohoohoohooh outro like american oohoohoohoohoohoohooh like american oohoohoohoohoohoohooh like
Born to Die - The Paradise Edition,Cola,"['pussy', 'taste', 'like', 'pepsi', 'cola', 'eye', 'wide', 'like', 'cherry', 'pie', 'gots', 'taste', 'men', 'older', 'always', 'surprise', 'ah', 'he', 'sky', 'diamond', 'he', 'making', 'crazy', 'come', 'alive', 'alive', 'want', 'party', 'pretty', 'baby', 'come', 'baby', 'let', 'ride', 'escape', 'great', 'sunshine', 'know', 'wife', 'mind', 'made', 'side', 'made', 'side', 'made', 'side', 'post', 'come', 'come', 'come', 'come', 'come', 'baby', 'oh', 'oh', 'yeah', 'fall', 'asleep', 'american', 'flag', 'wear', 'diamond', 'skid', 'row', 'pledge', 'allegiance', 'dad', 'teaching', 'everything', 'know', 'ah', 'he', 'sky', 'diamond', 'he', 'making', 'crazy', 'come', 'alive', 'alive', 'want', 'party', 'pretty', 'baby', 'come', 'baby', 'let', 'ride', 'escape', 'great', 'sunshine', 'know', 'wife', 'mind', 'made', 'side', 'made', 'side', 'made', 'side', 'bridge', 'drug', 'suck', 'like', 'vanilla', 'icys', 'treat', 'rough', 'treat', 'really', 'niceys', 'decorate', 'neck', 'diamante', 'ice', 'come', 'come', 'oohooh', 'oohooh', 'oohooh', 'ooh', 'yeah', 'come', 'baby', 'let', 'ride', 'escape', 'great', 'sunshine', 'know', 'wife', 'mind', 'made', 'side', 'come', 'baby', 'let', 'ride', 'escape', 'great', 'sunshine', 'made', 'side', 'made', 'side', 'outro', 'come', 'come', 'come', 'baby', 'come', 'come', 'come', 'baby', 'oh', 'oh', 'pussy', 'taste', 'like', 'pepsi', 'cola', 'ooh', 'ahh', 'pussy', 'taste', 'like', 'pepsi', 'cola', 'oohooh', 'oohooh', 'oohooh', 'pussy', 'taste', 'like', 'pepsi', 'cola', 'ooh', 'oh']",pussy taste like pepsi cola eye wide like cherry pie gots taste men older always surprise ah he sky diamond he making crazy come alive alive want party pretty baby come baby let ride escape great sunshine know wife mind made side made side made side post come come come come come baby oh oh yeah fall asleep american flag wear diamond skid row pledge allegiance dad teaching everything know ah he sky diamond he making crazy come alive alive want party pretty baby come baby let ride escape great sunshine know wife mind made side made side made side bridge drug suck like vanilla icys treat rough treat really niceys decorate neck diamante ice come come oohooh oohooh oohooh ooh yeah come baby let ride escape great sunshine know wife mind made side come baby let ride escape great sunshine made side made side outro come come come baby come come come baby oh oh pussy taste like pepsi cola ooh ahh pussy taste like pepsi cola oohooh oohooh oohooh pussy taste like pepsi cola ooh oh
Born to Die - The Paradise Edition,Body Electric,"['elvis', 'daddy', 'marilyns', 'mother', 'jesus', 'bestest', 'friend', 'need', 'nobody', 'cause', 'got', 'least', 'pretend', 'get', 'every', 'friday', 'night', 'dancing', 'grinding', 'pale', 'moonlight', 'grand', 'ole', 'opry', 'feeling', 'alright', 'mary', 'prays', 'rosary', 'broken', 'mind', 'said', 'worry', 'bout', 'sing', 'body', 'electric', 'sing', 'body', 'electric', 'baby', 'sing', 'body', 'electric', 'sing', 'body', 'electric', 'sing', 'body', 'electric', 'sing', 'body', 'electric', 'im', 'fire', 'sing', 'body', 'electric', 'whitman', 'daddy', 'monaco', 'mother', 'diamond', 'bestest', 'friend', 'heaven', 'baby', 'suicide', 'father', 'opulence', 'end', 'get', 'every', 'friday', 'night', 'dancing', 'grinding', 'pale', 'moonlight', 'grand', 'ole', 'opry', 'feeling', 'alright', 'mary', 'prays', 'rosary', 'broken', 'mind', 'said', 'worry', 'bout', 'sing', 'body', 'electric', 'sing', 'body', 'electric', 'baby', 'sing', 'body', 'electric', 'sing', 'body', 'electric', 'sing', 'body', 'electric', 'sing', 'body', 'electric', 'im', 'fire', 'sing', 'body', 'electric', 'bridge', 'clothes', 'still', 'smell', 'like', 'photograph', 'say', 'still', 'young', 'pretend', 'im', 'hurt', 'go', 'world', 'like', 'im', 'fun', 'get', 'crazy', 'every', 'friday', 'night', 'drop', 'like', 'hot', 'pale', 'moonlight', 'grand', 'ole', 'opry', 'feeling', 'alright', 'mary', 'swaying', 'softly', 'heart', 'delight', 'sing', 'body', 'electric', 'sing', 'body', 'electric', 'baby', 'sing', 'body', 'electric', 'sing', 'body', 'electric', 'sing', 'body', 'electric', 'sing', 'body', 'electric', 'im', 'fire', 'sing', 'body', 'electric', 'outro', 'sing', 'body', 'electric', 'baby', 'sing', 'body', 'electric', 'baby', 'sing', 'body', 'electric']",elvis daddy marilyns mother jesus bestest friend need nobody cause got least pretend get every friday night dancing grinding pale moonlight grand ole opry feeling alright mary prays rosary broken mind said worry bout sing body electric sing body electric baby sing body electric sing body electric sing body electric sing body electric im fire sing body electric whitman daddy monaco mother diamond bestest friend heaven baby suicide father opulence end get every friday night dancing grinding pale moonlight grand ole opry feeling alright mary prays rosary broken mind said worry bout sing body electric sing body electric baby sing body electric sing body electric sing body electric sing body electric im fire sing body electric bridge clothes still smell like photograph say still young pretend im hurt go world like im fun get crazy every friday night drop like hot pale moonlight grand ole opry feeling alright mary swaying softly heart delight sing body electric sing body electric baby sing body electric sing body electric sing body electric sing body electric im fire sing body electric outro sing body electric baby sing body electric baby sing body electric
Born to Die - The Paradise Edition,Blue Velvet,"['intro', 'mmm', 'wore', 'blue', 'velvet', 'bluer', 'velvet', 'night', 'softer', 'satin', 'light', 'star', 'wore', 'blue', 'velvet', 'bluer', 'velvet', 'eye', 'warmer', 'may', 'tender', 'sigh', 'love', 'bridge', 'love', 'held', 'tightly', 'feeling', 'rapture', 'grow', 'like', 'flame', 'burning', 'brightly', 'left', 'gone', 'glow', 'blue', 'velvet', 'heart', 'therell', 'always', 'precious', 'warm', 'memory', 'year', 'outro', 'still', 'see', 'blue', 'velvet']",intro mmm wore blue velvet bluer velvet night softer satin light star wore blue velvet bluer velvet eye warmer may tender sigh love bridge love held tightly feeling rapture grow like flame burning brightly left gone glow blue velvet heart therell always precious warm memory year outro still see blue velvet
Born to Die - The Paradise Edition,Gods & Monsters,"['intro', 'la', 'la', 'la', 'la', 'land', 'god', 'monster', 'angel', 'living', 'garden', 'evil', 'screwed', 'scared', 'anything', 'needed', 'shining', 'like', 'fiery', 'beacon', 'got', 'medicine', 'need', 'fame', 'liquor', 'love', 'give', 'slowly', 'put', 'hand', 'waist', 'softly', 'god', 'get', 'along', 'sing', 'one', 'gon', 'na', 'take', 'soul', 'away', 'im', 'living', 'like', 'jim', 'morrison', 'headed', 'towards', 'fucked', 'holiday', 'motel', 'spree', 'spree', 'im', 'singing', 'fuck', 'yeah', 'give', 'heaven', 'truly', 'want', 'innocence', 'lost', 'innocence', 'lost', 'land', 'god', 'monster', 'angel', 'looking', 'get', 'fucked', 'hard', 'like', 'groupie', 'incognito', 'posing', 'real', 'singer', 'life', 'imitates', 'art', 'got', 'medicine', 'need', 'dope', 'shoot', 'straight', 'heart', 'please', 'really', 'wan', 'na', 'know', 'whats', 'good', 'god', 'dead', 'said', 'baby', 'thats', 'alright', 'one', 'gon', 'na', 'take', 'soul', 'away', 'im', 'living', 'like', 'jim', 'morrison', 'headed', 'towards', 'fucked', 'holiday', 'motel', 'spree', 'spree', 'im', 'singing', 'fuck', 'yeah', 'give', 'heaven', 'truly', 'want', 'innocence', 'lost', 'innocence', 'lost', 'bridge', 'talk', 'like', 'movie', 'makin', 'crazy', 'cause', 'life', 'imitates', 'art', 'get', 'little', 'prettier', 'baby', 'tell', 'life', 'hard', 'one', 'gon', 'na', 'take', 'soul', 'away', 'im', 'living', 'like', 'jim', 'morrison', 'headed', 'towards', 'fucked', 'holiday', 'motel', 'spree', 'spree', 'im', 'singing', 'fuck', 'yeah', 'give', 'heaven', 'truly', 'want', 'innocence', 'lost', 'innocence']",intro la la la la land god monster angel living garden evil screwed scared anything needed shining like fiery beacon got medicine need fame liquor love give slowly put hand waist softly god get along sing one gon na take soul away im living like jim morrison headed towards fucked holiday motel spree spree im singing fuck yeah give heaven truly want innocence lost innocence lost land god monster angel looking get fucked hard like groupie incognito posing real singer life imitates art got medicine need dope shoot straight heart please really wan na know whats good god dead said baby thats alright one gon na take soul away im living like jim morrison headed towards fucked holiday motel spree spree im singing fuck yeah give heaven truly want innocence lost innocence lost bridge talk like movie makin crazy cause life imitates art get little prettier baby tell life hard one gon na take soul away im living like jim morrison headed towards fucked holiday motel spree spree im singing fuck yeah give heaven truly want innocence lost innocence
Born to Die - The Paradise Edition,Yayo,"['like', 'snake', 'tattoo', 'like', 'ivy', 'ink', 'blue', 'yayo', 'yes', 'yayo', 'take', 'right', 'dark', 'trailer', 'park', 'life', 'yayo', 'yayo', 'put', 'onto', 'black', 'motorcycle', '50', 'baby', 'doll', 'dress', 'take', 'two', 'hour', 'nevada', 'wear', 'sparkle', 'call', 'mama', 'let', 'put', 'show', 'daddy', 'let', 'put', 'show', 'let', 'put', 'show', 'tiger', 'ahhahah', 'let', 'put', 'show', 'need', 'like', 'baby', 'hold', 'like', 'druggie', 'like', 'told', 'yayo', 'yeah', 'yayo', 'put', 'onto', 'black', 'motorcycle', '50', 'baby', 'doll', 'dress', 'take', 'two', 'hour', 'nevada', 'wear', 'sparkle', 'call', 'mama', 'let', 'put', 'show', 'daddy', 'let', 'put', 'show', 'let', 'put', 'show', 'tiger', 'ahhahah', 'let', 'put', 'show', 'bridge', 'hello', 'heaven', 'tunnel', 'lined', 'yellow', 'light', 'dark', 'night', 'yayo', 'yes', 'yayo', 'put', 'onto', 'black', 'motorcycle', '50', 'baby', 'doll', 'dress', 'take', 'two', 'hour', 'nevada', 'wear', 'sparkle', 'call', 'mama', 'let', 'put', 'show', 'daddy', 'let', 'put', 'show', 'let', 'put', 'show', 'tiger', 'ahhahah', 'let', 'put']",like snake tattoo like ivy ink blue yayo yes yayo take right dark trailer park life yayo yayo put onto black motorcycle 50 baby doll dress take two hour nevada wear sparkle call mama let put show daddy let put show let put show tiger ahhahah let put show need like baby hold like druggie like told yayo yeah yayo put onto black motorcycle 50 baby doll dress take two hour nevada wear sparkle call mama let put show daddy let put show let put show tiger ahhahah let put show bridge hello heaven tunnel lined yellow light dark night yayo yes yayo put onto black motorcycle 50 baby doll dress take two hour nevada wear sparkle call mama let put show daddy let put show let put show tiger ahhahah let put
Born to Die - The Paradise Edition,Bel Air,"['gargoyle', 'standing', 'front', 'gate', 'trying', 'tell', 'wait', 'cant', 'wait', 'see', 'run', 'like', 'im', 'mad', 'heaven', 'door', 'wan', 'na', 'bad', 'cheat', 'rose', 'bel', 'air', 'take', 'ive', 'waiting', 'meet', 'palm', 'tree', 'light', 'see', 'late', 'night', 'darling', 'im', 'waiting', 'greet', 'come', 'baby', 'spotlight', 'bad', 'baby', 'got', 'flair', 'violentest', 'kind', 'love', 'anywhere', 'mon', 'amour', 'sweet', 'child', 'mine', 'divine', 'anyone', 'ever', 'tell', 'okay', 'shine', 'rose', 'bel', 'air', 'take', 'ive', 'waiting', 'meet', 'palm', 'tree', 'light', 'see', 'late', 'night', 'darling', 'im', 'waiting', 'greet', 'come', 'baby', 'bridge', 'afraid', 'ashamed', 'walk', 'way', 'soft', 'resurrection', 'idol', 'rose', 'iconic', 'soul', 'know', 'name', 'lead', 'war', 'brilliant', 'direction', 'rose', 'bel', 'air', 'take', 'ive', 'waiting', 'meet', 'palm', 'tree', 'light', 'see', 'late', 'night', 'darling', 'im', 'waiting', 'greet', 'come', 'baby', 'rose', 'bel', 'air', 'take', 'ive', 'waiting', 'meet', 'grenadine', 'sunshinecan', 'break', 'heart', 'mine', 'darling', 'im', 'waiting', 'greet', 'come']",gargoyle standing front gate trying tell wait cant wait see run like im mad heaven door wan na bad cheat rose bel air take ive waiting meet palm tree light see late night darling im waiting greet come baby spotlight bad baby got flair violentest kind love anywhere mon amour sweet child mine divine anyone ever tell okay shine rose bel air take ive waiting meet palm tree light see late night darling im waiting greet come baby bridge afraid ashamed walk way soft resurrection idol rose iconic soul know name lead war brilliant direction rose bel air take ive waiting meet palm tree light see late night darling im waiting greet come baby rose bel air take ive waiting meet grenadine sunshinecan break heart mine darling im waiting greet come
Chemtrails Over the Country Club,White Dress,"['sun', 'stare', 'care', 'head', 'hand', 'thinking', 'simpler', 'time', 'like', 'sun', 'ra', 'feel', 'small', 'control', 'every', 'time', 'waitress', 'wearing', 'white', 'dress', 'look', 'look', 'got', 'waitress', 'working', 'night', 'shift', 'man', 'felt', 'like', 'got', 'men', 'music', 'business', 'conference', 'orlando', 'nineteen', 'men', 'music', 'business', 'conference', 'mention', 'cause', 'scene', 'felt', 'seen', 'mmmmmmmmmm', 'summer', 'sizzling', 'listening', 'jazz', 'lawn', 'listеning', 'white', 'stripe', 'thеy', 'whitehot', 'listening', 'rock', 'day', 'long', 'waitress', 'wearing', 'tight', 'dress', 'handling', 'heat', 'famous', 'listening', 'king', 'leon', 'beat', 'like', 'look', 'got', 'look', 'got', 'singing', 'street', 'men', 'music', 'business', 'conference', 'felt', 'free', 'cause', 'nineteen', 'scene', 'bridge', 'summer', 'summer', 'almost', 'gone', 'talking', 'life', 'sitting', 'outside', 'til', 'dawn', 'would', 'still', 'go', 'back', 'could', 'thought', 'made', 'feel', 'made', 'feel', 'like', 'god', 'cause', 'made', 'feel', 'made', 'feel', 'like', 'god', 'somehow', 'made', 'feel', 'made', 'feel', 'like', 'god', 'waitress', 'wearing', 'white', 'dress', 'look', 'look', 'got', 'waitress', 'working', 'night', 'shift', 'man', 'felt', 'like', 'got', 'men', 'music', 'business', 'conference', 'orlando', 'nineteen', 'men', 'music', 'business', 'conference', 'mention', 'cause', 'scene', 'felt', 'seen', 'mmmmmmmmmm', 'waitress', 'wearing', 'tight', 'dress', 'like', 'look', 'look', 'got', 'waitress', 'wearing', 'tight', 'dress', 'like', 'look', 'look', 'got', 'outro', 'made', 'feel', 'made', 'feel', 'like', 'god', 'kinda', 'make', 'feel', 'like', 'maybe', 'better', 'cause', 'made', 'feel', 'made', 'feel', 'like', 'god', 'kinda', 'make', 'feel', 'like', 'maybe', 'better']",sun stare care head hand thinking simpler time like sun ra feel small control every time waitress wearing white dress look look got waitress working night shift man felt like got men music business conference orlando nineteen men music business conference mention cause scene felt seen mmmmmmmmmm summer sizzling listening jazz lawn listеning white stripe thеy whitehot listening rock day long waitress wearing tight dress handling heat famous listening king leon beat like look got look got singing street men music business conference felt free cause nineteen scene bridge summer summer almost gone talking life sitting outside til dawn would still go back could thought made feel made feel like god cause made feel made feel like god somehow made feel made feel like god waitress wearing white dress look look got waitress working night shift man felt like got men music business conference orlando nineteen men music business conference mention cause scene felt seen mmmmmmmmmm waitress wearing tight dress like look look got waitress wearing tight dress like look look got outro made feel made feel like god kinda make feel like maybe better cause made feel made feel like god kinda make feel like maybe better
Chemtrails Over the Country Club,Chemtrails Over the Country Club,"['im', 'run', 'sweet', 'love', 'there', 'nothing', 'wrong', 'contemplating', 'god', 'chemtrails', 'country', 'club', 'jewel', 'swimming', 'pool', 'sister', 'playin', 'cool', 'chemtrails', 'country', 'club', 'take', 'turquoise', 'jewel', 'go', 'market', 'kid', 'swimming', 'pool', 'baby', 'whats', 'sign', 'moon', 'leo', 'cancer', 'sun', 'play', 'fun', 'well', 'care', 'think', 'drag', 'racing', 'little', 'red', 'sport', 'car', 'im', 'unhinged', 'unhappy', 'im', 'wild', 'im', 'run', 'sweet', 'love', 'there', 'nothing', 'wrong', 'contemplating', 'god', 'chemtrails', 'country', 'club', 'jewel', 'swimming', 'pool', 'sister', 'playin', 'cool', 'chemtrails', 'country', 'club', 'meet', 'coffee', 'elementary', 'school', 'laugh', 'nothing', 'summer', 'get', 'cool', 'beautiful', 'deep', 'normality', 'settle', 'im', 'bored', 'unhappy', 'im', 'still', 'strange', 'wild', 'im', 'wind', 'im', 'water', 'nobody', 'son', 'nobody', 'daughter', 'watching', 'chemtrails', 'country', 'club', 'suburbia', 'brentwood', 'market', 'next', 'baby', 'white', 'picket', 'chemtrails', 'country', 'club', 'bridge', 'love', 'love', 'washing', 'hair', 'laundry', 'late', 'night', 'tv', 'want', 'like', 'kid', 'chemtrails', 'country', 'club', 'never', 'late', 'baby', 'give', 'never', 'late', 'baby', 'give', 'chemtrails', 'country', 'club', 'yeah', 'born', 'december', 'im', 'born', 'june', 'chemtrails', 'country', 'club', 'yeah', 'born', 'december', 'im', 'born', 'june', 'outro', 'cancer', 'sun', 'leo', 'moon', 'cancer', 'sun', 'leo']",im run sweet love there nothing wrong contemplating god chemtrails country club jewel swimming pool sister playin cool chemtrails country club take turquoise jewel go market kid swimming pool baby whats sign moon leo cancer sun play fun well care think drag racing little red sport car im unhinged unhappy im wild im run sweet love there nothing wrong contemplating god chemtrails country club jewel swimming pool sister playin cool chemtrails country club meet coffee elementary school laugh nothing summer get cool beautiful deep normality settle im bored unhappy im still strange wild im wind im water nobody son nobody daughter watching chemtrails country club suburbia brentwood market next baby white picket chemtrails country club bridge love love washing hair laundry late night tv want like kid chemtrails country club never late baby give never late baby give chemtrails country club yeah born december im born june chemtrails country club yeah born december im born june outro cancer sun leo moon cancer sun leo
Chemtrails Over the Country Club,Tulsa Jesus Freak,"['stay', 'real', 'close', 'jesus', 'keep', 'bottle', 'hand', 'man', 'find', 'way', 'back', 'bed', 'sing', 'like', 'bible', 'hymn', 'go', 'back', 'arkansas', 'trade', 'body', 'gin', 'like', 'little', 'piece', 'heaven', 'candle', 'wind', 'come', 'back', 'place', 'baby', 'afraid', 'love', 'second', 'floor', 'darling', 'second', 'flat', 'hurry', 'cause', 'arkansas', 'store', 'closed', 'kid', 'hoodies', 'dance', 'super', 'slow', 'whitehot', 'forever', 'god', 'know', 'stay', 'real', 'close', 'jesus', 'keep', 'bottle', 'hand', 'man', 'find', 'way', 'back', 'bed', 'sing', 'like', 'bible', 'hymn', 'go', 'back', 'arkansas', 'trade', 'body', 'gin', 'like', 'little', 'piece', 'heaven', 'candle', 'wind', 'post', 'well', 'whitehot', 'forever', 'forever', 'forever', 'whitehot', 'forever', 'forever', 'forever', 'whitehot', 'forever', 'ever', 'ever', 'amen', 'could', 'come', 'back', 'ranch', 'baby', 'get', 'away', 'rest', 'nerve', 'darling', 'make', 'laugh', 'smile', 'knew', 'chose', 'nothing', 'ordinary', 'wind', 'blowing', 'reminding', 'know', 'stay', 'real', 'close', 'jesus', 'keep', 'bottle', 'hand', 'man', 'find', 'way', 'back', 'bed', 'sing', 'like', 'bible', 'hymn', 'go', 'back', 'arkansas', 'trade', 'body', 'gin', 'like', 'little', 'piece', 'heaven', 'candle', 'wind', 'post', 'well', 'whitehot', 'forever', 'forever', 'forever', 'whitehot', 'forever', 'together', 'together', 'whitehot', 'forever', 'ever', 'ever', 'end', 'whitehot', 'forever', 'forever', 'forever', 'whitehot', 'forever', 'together', 'together', 'whitehot', 'forever', 'ever', 'ever', 'amen', 'outro', 'stay', 'real', 'close', 'jesus', 'pray', 'never', 'learn', 'keep', 'bottle', 'hand', 'man', 'know', 'im', 'sayin', 'find', 'way', 'back', 'bed', 'sing', 'like', 'bible', 'hymn', 'go', 'back', 'arkansas', 'like', 'living', 'trade', 'body', 'gin', 'like', 'little', 'piece', 'heaven', 'candle']",stay real close jesus keep bottle hand man find way back bed sing like bible hymn go back arkansas trade body gin like little piece heaven candle wind come back place baby afraid love second floor darling second flat hurry cause arkansas store closed kid hoodies dance super slow whitehot forever god know stay real close jesus keep bottle hand man find way back bed sing like bible hymn go back arkansas trade body gin like little piece heaven candle wind post well whitehot forever forever forever whitehot forever forever forever whitehot forever ever ever amen could come back ranch baby get away rest nerve darling make laugh smile knew chose nothing ordinary wind blowing reminding know stay real close jesus keep bottle hand man find way back bed sing like bible hymn go back arkansas trade body gin like little piece heaven candle wind post well whitehot forever forever forever whitehot forever together together whitehot forever ever ever end whitehot forever forever forever whitehot forever together together whitehot forever ever ever amen outro stay real close jesus pray never learn keep bottle hand man know im sayin find way back bed sing like bible hymn go back arkansas like living trade body gin like little piece heaven candle
